item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel
Delta Delta Delta Sterling Silver Skinny Band Ring (8.0),"Beautiful Delta Delta Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK3ZP40,R-003-DeltaDeltaDelta-08,28,10,2013-03-03 16:35:30 PST,,y,1,,,11,,,,B00BOD8B9O,,,1,,,B00BOD8B9O,,,0,DEFAULT
Delta Gamma Sterling Silver Skinny Band Ring Size 5,"Beautiful Delta Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0304NK42K60,R-003-DeltaGamma-05,28,3,2013-03-03 16:36:10 PST,,y,1,,,11,,,,B00BOD8HM0,,,1,,,B00BOD8HM0,,,0,DEFAULT
Delta Gamma Sterling Silver Skinny Band Ring Size 6,"Beautiful Delta Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0304NK42NVC,R-003-DeltaGamma-06,28,4,2013-03-03 16:36:20 PST,,y,1,,,11,,,,B00BOD8J8C,,,1,,,B00BOD8J8C,,,0,DEFAULT
Delta Gamma Sterling Silver Skinny Band Ring Size 7,"Beautiful Delta Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0304NK42SI0,R-003-DeltaGamma-07,28,1,2013-03-03 16:36:22 PST,,y,1,,,11,,,,B00BOD8JJQ,,,1,,,B00BOD8JJQ,,,0,DEFAULT
Delta Gamma Sterling Silver Skinny Band Ring Size 8,"Beautiful Delta Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0304NK42VA0,R-003-DeltaGamma-08,28,3,2013-03-03 16:36:24 PST,,y,1,,,11,,,,B00BOD8JUK,,,1,,,B00BOD8JUK,,,0,DEFAULT
Delta Gamma Sterling Silver Skinny Band Ring Size 9,"Beautiful Delta Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",1001P7TIIJC,R-003-DeltaGamma-09,28,4,2015-10-01 13:00:11 PDT,,y,1,,,11,,,,B0161VA5U6,,,1,,,B0161VA5U6,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Skinny Band Ring (5.0),"Beautiful Delta Phi Epsilon sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP7E1I,R-003-DeltaPhiEpsilon-05,28,3,2015-04-24 19:33:03 PDT,,y,1,,,11,,,,B00WNSXX5G,,,1,,,B00WNSXX5G,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Skinny Band Ring (6.0),"Beautiful Delta Phi Epsilon sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP7H56,R-003-DeltaPhiEpsilon-06,28,1,2015-04-24 19:33:05 PDT,,y,1,,,11,,,,B00WNSXYNM,,,1,,,B00WNSXYNM,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Skinny Band Ring (7.0),"Beautiful Delta Phi Epsilon sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP7JMC,R-003-DeltaPhiEpsilon-07,28,9,2015-04-24 19:33:07 PDT,,y,1,,,11,,,,B00WNSY06C,,,1,,,B00WNSY06C,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Skinny Band Ring (8.0),"Beautiful Delta Phi Epsilon sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP7NBO,R-003-DeltaPhiEpsilon-08,28,8,2015-04-24 19:33:09 PDT,,y,1,,,11,,,,B00WNSY1RU,,,1,,,B00WNSY1RU,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Skinny Band Ring (9.0),"Beautiful Delta Phi Epsilon sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP7PYO,R-003-DeltaPhiEpsilon-09,28,3,2015-04-24 19:33:11 PDT,,y,1,,,11,,,,B00WNSY332,,,1,,,B00WNSY332,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Skinny Band Ring (5.0),"Beautiful Delta Sigma Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0507OVLX7BC,R-003-DeltaSigmaPi-05,28,9,2014-05-07 15:14:41 PDT,,y,1,,,11,,,,B00BOD8WX4,,,1,,,B00BOD8WX4,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Skinny Band Ring (6.0),"Beautiful Delta Sigma Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0507OVLX43I,R-003-DeltaSigmaPi-06,28,5,2014-05-07 15:14:39 PDT,,y,1,,,11,,,,B00BOD8X6K,,,1,,,B00BOD8X6K,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Skinny Band Ring (7.0),"Beautiful Delta Sigma Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0507OVLWZU6,R-003-DeltaSigmaPi-07,28,6,2014-05-07 15:14:37 PDT,,y,1,,,11,,,,B00BOD8XCO,,,1,,,B00BOD8XCO,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Skinny Band Ring (8.0),"Beautiful Delta Sigma Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0507OVLWXSU,R-003-DeltaSigmaPi-08,28,8,2014-05-07 15:14:33 PDT,,y,1,,,11,,,,B00BOD8XII,,,1,,,B00BOD8XII,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Skinny Band Ring (9.0),"Beautiful Delta Sigma Pi sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0507OVLWT4I,R-003-DeltaSigmaPi-09,28,2,2014-05-07 15:14:31 PDT,,y,1,,,11,,,,B00BOD8XSI,,,1,,,B00BOD8XSI,,,0,DEFAULT
Delta Zeta Sterling Silver Skinny Band Ring (5.0),"Size 5. Beautiful Delta Zeta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4BTQC,R-003-DeltaZeta-05,28,7,2013-03-03 16:38:51 PST,,y,1,,,11,,,,B00BOD9760,,,1,,,B00BOD9760,,,0,DEFAULT
Delta Zeta Sterling Silver Skinny Band Ring (6.0),"Size 6. Beautiful Delta Zeta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4BWCI,R-003-DeltaZeta-06,28,5,2013-03-03 16:38:53 PST,,y,1,,,11,,,,B00BOD97EW,,,1,,,B00BOD97EW,,,0,DEFAULT
Delta Zeta Sterling Silver Skinny Band Ring (7.0),"Size 7. Beautiful Delta Zeta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4C1Y6,R-003-DeltaZeta-07,28,10,2013-03-03 16:38:54 PST,,y,1,,,11,,,,B00BOD97KQ,,,1,,,B00BOD97KQ,,,0,DEFAULT
Delta Zeta Sterling Silver Skinny Band Ring (8.0),"Size 8. Beautiful Delta Zeta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4C90C,R-003-DeltaZeta-08,28,8,2013-03-03 16:38:55 PST,,y,1,,,11,,,,B00BOD97PG,,,1,,,B00BOD97PG,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Skinny Band Ring (5.0),"Size 5. Beautiful Gamma Phi Beta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4F2GU,R-003-GammaPhiBeta-05,28,4,2013-03-03 16:39:41 PST,,y,1,,,11,,,,B00BOD9EE0,,,1,,,B00BOD9EE0,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Skinny Band Ring (6.0),"Size 6.Beautiful Gamma Phi Beta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4F990,R-003-GammaPhiBeta-06,28,7,2013-03-03 16:39:42 PST,,y,1,,,11,,,,B00BOD9EJU,,,1,,,B00BOD9EJU,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Skinny Band Ring (7.0),"Size 7. Beautiful Gamma Phi Beta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4FBSO,R-003-GammaPhiBeta-07,28,10,2013-03-03 16:39:45 PST,,y,1,,,11,,,,B00BOD9EYK,,,1,,,B00BOD9EYK,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Skinny Band Ring (8.0),"Size 8. Beautiful Gamma Phi Beta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4FEUO,R-003-GammaPhiBeta-08,28,9,2013-03-03 16:39:46 PST,,y,1,,,11,,,,B00BOD9F44,,,1,,,B00BOD9F44,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Skinny Band Ring (9.0),"Size 9. Beautiful Gamma Phi Beta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4FRDI,R-003-GammaPhiBeta-09,28,5,2013-03-03 16:39:47 PST,,y,1,,,11,,,,B00BOD9F8A,,,1,,,B00BOD9F8A,,,0,DEFAULT
Gamma Sigma Sigma sterling silver ring with black enamel,"A gorgeous minimal sterling silver gamma sigma sigma ring with black enamel letters. This is perfect for your big, little or even yourself! Please select ring size in drop down bar.",0220QE1X4QO,R-003-GammaSigmaSigma-05,28,15,2016-02-19 17:27:55 PST,,y,1,,,11,,,,B01BZKJLGM,,,1,,,B01BZKJLGM,,,0,DEFAULT
Gamma Sigma Sigma sterling silver ring with black enamel,"A gorgeous minimal sterling silver gamma sigma sigma ring with black enamel letters. This is perfect for your big, little or even yourself! Please select ring size in drop down bar.",0220QE1X8L0,R-003-GammaSigmaSigma-06,28,15,2016-02-19 17:27:56 PST,,y,1,,,11,,,,B01BZKJMUW,,,1,,,B01BZKJMUW,,,0,DEFAULT
Gamma Sigma Sigma sterling silver ring with black enamel,"A gorgeous minimal sterling silver gamma sigma sigma ring with black enamel letters. This is perfect for your big, little or even yourself! Please select ring size in drop down bar.",0220QE1XD60,R-003-GammaSigmaSigma-07,28,15,2016-02-19 17:27:58 PST,,y,1,,,11,,,,B01BZKJOHI,,,1,,,B01BZKJOHI,,,0,DEFAULT
Gamma Sigma Sigma sterling silver ring with black enamel,"A gorgeous minimal sterling silver gamma sigma sigma ring with black enamel letters. This is perfect for your big, little or even yourself! Please select ring size in drop down bar.",0220QE1XG4O,R-003-GammaSigmaSigma-08,28,15,2016-02-19 17:27:59 PST,,y,1,,,11,,,,B01BZKJPPE,,,1,,,B01BZKJPPE,,,0,DEFAULT
Gamma Sigma Sigma sterling silver ring with black enamel,"A gorgeous minimal sterling silver gamma sigma sigma ring with black enamel letters. This is perfect for your big, little or even yourself! Please select ring size in drop down bar.",0220QE1XJ96,R-003-GammaSigmaSigma-09,28,15,2016-02-19 17:28:00 PST,,y,1,,,11,,,,B01BZKJQTE,,,1,,,B01BZKJQTE,,,0,DEFAULT
Gamma Sigma Sigma sterling silver ring with black enamel,"A gorgeous minimal sterling silver gamma sigma sigma ring with black enamel letters. This is perfect for your big, little or even yourself! Please select ring size in drop down bar.",0220QE1X1LC,R-003-GammaSigmaSigma-P,28,15,2016-02-19 17:27:54 PST,,y,1,,,11,,,,B01BZKJKEU,,,1,,,B01BZKJKEU,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Skinny Band Ring (5.0),"Size 5. Beautiful Kappa Alpha Theta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4HF2O,R-003-KappaAlphaTheta-05,28,10,2013-03-03 16:40:15 PST,,y,1,,,11,,,,B00BOD9JIQ,,,1,,,B00BOD9JIQ,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Skinny Band Ring (6.0),"Size 6. Beautiful Kappa Alpha Theta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4HHBI,R-003-KappaAlphaTheta-06,28,49,2013-03-03 16:40:16 PST,,y,1,,,11,,,,B00BOD9JPE,,,1,,,B00BOD9JPE,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Skinny Band Ring (7.0),"Size 7. Beautiful Kappa Alpha Theta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4HJW0,R-003-KappaAlphaTheta-07,28,8,2013-03-03 16:40:18 PST,,y,1,,,11,,,,B00BOD9JT0,,,1,,,B00BOD9JT0,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Skinny Band Ring (8.0),"Size 8. Beautiful Kappa Alpha Theta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4HME0,R-003-KappaAlphaTheta-08,28,6,2013-03-03 16:40:19 PST,,y,1,,,11,,,,B00BOD9JZE,,,1,,,B00BOD9JZE,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Skinny Band Ring (9.0),"Size 9. Beautiful Kappa Alpha Theta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4HP06,R-003-KappaAlphaTheta-09,28,9,2013-03-03 16:40:20 PST,,y,1,,,11,,,,B00BOD9K5I,,,1,,,B00BOD9K5I,,,0,DEFAULT
Kappa Delta Theta Sterling Silver Skinny Band Ring (5.0),"Size 5. Beautiful Kappa Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4J1JO,R-003-KappaDelta-05,28,10,2013-03-03 16:40:38 PST,,y,1,,,11,,,,B00BOD9MW4,,,1,,,B00BOD9MW4,,,0,DEFAULT
Kappa Delta Theta Sterling Silver Skinny Band Ring (6.0),"Size 6. Beautiful Kappa Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4J4WI,R-003-KappaDelta-06,28,10,2013-03-03 16:40:39 PST,,y,1,,,11,,,,B00BOD9N1Y,,,1,,,B00BOD9N1Y,,,0,DEFAULT
Kappa Delta Theta Sterling Silver Skinny Band Ring (7.0),"Size 7. Beautiful Kappa Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4J7ZC,R-003-KappaDelta-07,28,10,2013-03-03 16:40:41 PST,,y,1,,,11,,,,B00BOD9NE6,,,1,,,B00BOD9NE6,,,0,DEFAULT
Kappa Delta Theta Sterling Silver Skinny Band Ring (8.0),"Size 8. Beautiful Kappa Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0304NK4JAWC,R-003-KappaDelta-08,28,10,2013-03-03 16:40:42 PST,,y,1,,,11,,,,B00BOD9NKA,,,1,,,B00BOD9NKA,,,0,DEFAULT
Kappa Delta Theta Sterling Silver Skinny Band Ring (9),"Beautiful Kappa Delta sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil or yourself! Comes in a nice ring box. Elegant and classy.",0904PIIBL90,R-003-KappaDelta-09,28,2,2015-09-03 19:53:12 PDT,,y,1,,,11,,,,B014VSVPLE,,,1,,,B014VSVPLE,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Skinny Band Ring (5.0),"Beautiful Kappa Kappa Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP8700,R-003-KappaKappaGamma-05,28,5,2015-04-24 19:33:14 PDT,,y,1,,,11,,,,B00WNSY5SU,,,1,,,B00WNSY5SU,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Skinny Band Ring (6.0),"Beautiful Kappa Kappa Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP8DJU,R-003-KappaKappaGamma-06,28,7,2015-04-24 19:33:16 PDT,,y,1,,,11,,,,B00WNSY75G,,,1,,,B00WNSY75G,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Skinny Band Ring (7.0),"Beautiful Kappa Kappa Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP8KXO,R-003-KappaKappaGamma-07,28,9,2015-04-24 19:33:19 PDT,,y,1,,,11,,,,B00WNSY9F4,,,1,,,B00WNSY9F4,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Skinny Band Ring (8.0),"Beautiful Kappa Kappa Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP8OR6,R-003-KappaKappaGamma-08,28,7,2015-04-24 19:33:21 PDT,,y,1,,,11,,,,B00WNSYB70,,,1,,,B00WNSYB70,,,0,DEFAULT
Kappa Kappa Gamma Sterling Silver Skinny Band Ring (9.0),"Beautiful Kappa Kappa Gamma sterling silver ring with Greek letters finished in black enamel. Coated with rhodium for a smooth and lasting shine. The perfect gift for that big, lil sis or yourself! Comes in a nice ring box. Elegant and classy.",0425PYP922C,R-003-KappaKappaGamma-09,28,7,2015-04-24 19:33:24 PDT,,y,1,,,11,,,,B00WNSYCSS,,,1,,,B00WNSYCSS,,,0,DEFAULT
LOVE lettered Ring,<p>A simple sterling silver LOVE lettered ring with black enamel. The ring is finished in rhodium for a smooth and lasting shine.The perfect gift for anyone or even yourself! </p>  <p><b> Please select ring size in drop down bar. </b></p>,0220QE1XPI6,R-003-LOVE-05,28,15,2016-02-19 17:28:01 PST,,y,1,,,11,,,,B01BZKJTCS,,,1,,,B01BZKJTCS,,,0,DEFAULT
LOVE lettered Ring,<p>A simple sterling silver LOVE lettered ring with black enamel. The ring is finished in rhodium for a smooth and lasting shine.The perfect gift for anyone or even yourself! </p>  <p><b> Please select ring size in drop down bar. </b></p>,0220QE1XSA6,R-003-LOVE-06,28,15,2016-02-19 17:28:03 PST,,y,1,,,11,,,,B01BZKJUOU,,,1,,,B01BZKJUOU,,,0,DEFAULT
